scenario_id,scenario_name,folder,status,trigger,systems,business_flow,gos_replacement,still_missing_in_gos,recommendation,reason,runs_sampled,errors,last_run,MY_DECISION,MY_NOTES
"430303","סיורים מאתמול - הכנסת נתונים לקובץ חישוב שכר ושליחה לאלינוי (גיבוי)","(no folder)","inactive","Scheduled (daily)","Pipedrive · Google Sheets · Gmail","reads deals from Pipedrive → handles deal products in Pipedrive → writes a row to a Google Sheet → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430270","סיורים מאתמול - הכנסת נתונים לקובץ נתונים יומיים+שכר ושליחה לאלינוי (איחוד)","(no folder)","inactive","Scheduled (daily)","Pipedrive · Google Sheets · Gmail · Airtable","reads deals from Pipedrive → handles deal products in Pipedrive → reads/writes Pipedrive → writes a row to a Google Sheet → branches on conditions → writes a row to a Google Sheet → branches on conditions → writes a row to a Google Sheet → reads a Google Sheet → sends an email → looks up an Airtable record → writes a row to a Google Sheet","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"2466375","עדכון דילים בלינק לסלקיה ללקוח - היסטורי","(no folder)","inactive","Scheduled every 15 min","Pipedrive","reads deals from Pipedrive → updates the deal in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430255","רכישה מהאתר - בדיקה מול יומנים מרובים","(no folder)","inactive","Scheduled (daily)","WooCommerce (website shop) · Airtable · Google Calendar","reads the website order → looks up an Airtable record → reads the calendar → loops over items → branches on conditions → loops over items → branches on conditions → updates the calendar event → creates a calendar event","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430313","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב","(no folder)","inactive","Webhook — My gateway-webhook webhook","Website / incoming form · WooCommerce (website shop) · Pipedrive · Airtable · Gmail · Google Calendar · Google Drive · iCount · WhatsApp (Wassenger)","receives a form/web submission → branches on conditions → reads the website order → normalises the Israeli phone number → looks for an existing company in Pipedrive → looks up an Airtable record → branches on conditions → loops over items → branches on conditions → sends an email → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email → branches on conditions → looks up an Airtable record → reads the calendar → loops over items → branches on conditions → reads/writes Pipedrive → loops over items → branches on conditions → updates the calendar event → creates a Google Drive folder → shares the Drive folder → creates a calendar event → creates a Google Drive folder → shares the Drive folder → branches on conditions → reads/writes Pipedrive → creates a calendar event → branches on conditions → creates a calendar event → calls another automation / external service → branches on conditions → issues an accounting document (iCount) → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → branches on conditions → updates the deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → writes a note on the Pipedrive deal → creates a deal in Pipedrive → handles deal products in Pipedrive → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → reads the calendar → updates the calendar event → loops over items → sends an email → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → creates a calendar event → calls another automation / external service → loops over items → branches on conditions → sends a WhatsApp message → sends an email → sends a WhatsApp message → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"612620","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב (גיבוי 12.1.23)","(no folder)","inactive","Webhook — My gateway-webhook webhook","Website / incoming form · WooCommerce (website shop) · Pipedrive · Airtable · Gmail · Google Calendar · Google Drive · iCount · WhatsApp (Wassenger)","receives a form/web submission → branches on conditions → reads the website order → normalises the Israeli phone number → looks for an existing company in Pipedrive → looks up an Airtable record → branches on conditions → loops over items → branches on conditions → sends an email → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email → branches on conditions → looks up an Airtable record → reads the calendar → loops over items → branches on conditions → reads/writes Pipedrive → loops over items → branches on conditions → updates the calendar event → creates a Google Drive folder → shares the Drive folder → creates a calendar event → creates a Google Drive folder → shares the Drive folder → branches on conditions → reads/writes Pipedrive → creates a calendar event → branches on conditions → creates a calendar event → calls another automation / external service → branches on conditions → issues an accounting document (iCount) → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → branches on conditions → updates the deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → writes a note on the Pipedrive deal → creates a deal in Pipedrive → handles deal products in Pipedrive → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → reads the calendar → updates the calendar event → loops over items → sends an email → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → creates a calendar event → calls another automation / external service → loops over items → branches on conditions → sends a WhatsApp message → sends an email → sends a WhatsApp message → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430281","שליחת לינקים אישיים לאנשי קשר תחת סוכנויות","(no folder)","inactive","Scheduled every 15 min","Pipedrive · Gmail","looks up the contact in Pipedrive → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430283","תזכורות למדריכים לקראת פעילות (גיבוי)","(no folder)","inactive","Scheduled (daily)","Pipedrive · Airtable","reads deals from Pipedrive → branches on conditions → normalises the Israeli phone number → handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → calls another automation / external service → looks up an Airtable record → branches on conditions → calls another automation / external service","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430310","[1] מילוי טופס פנימי לקוחות עסקיים (או לקוח פרטי שצריך הצעה) > מעדכן פייפדרייב ושולח קריאה לוובהוק","ארכיון","inactive","Webhook — טופס פנימי לקוחות עסקיים","Website / incoming form · Pipedrive · Airtable · Link shortener","receives a form/web submission → normalises the Israeli phone number → looks for an existing company in Pipedrive → branches on conditions → creates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → looks up an Airtable record → handles deal products in Pipedrive → calls another automation / external service → creates a company in Pipedrive → branches on conditions → updates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → shortens a link → reads/writes Pipedrive → shortens a link → reads/writes Pipedrive → branches on conditions → reads/writes Pipedrive → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → branches on conditions → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → creates a company in Pipedrive → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → branches on conditions → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → creates a deal in Pipedrive → handles deal products in Pipedrive → calls another automation / external service → updates the contact in Pipedrive → creates a company in Pipedrive → branches on conditions → creates a deal in Pipedrive → looks up an Airtable record → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430309","[2] דיל לקוחות עסקיים חדש (או לקוח פרטי שצריך הצעה) > שולח הצעת מחיר במייל+וואטסאפ עם קישור לטופס הזמנה ומעביר סטייג","ארכיון","inactive","Webhook — דיל לקוחות עסקיים חדש בפייפ","Website / incoming form · Pipedrive · iCount · Airtable · Gmail · WhatsApp (Wassenger)","receives a form/web submission → reads deals from Pipedrive → reads/writes Pipedrive → normalises the Israeli phone number → handles deal products in Pipedrive → branches on conditions → calls another automation / external service → reads/writes Pipedrive → issues an accounting document (iCount) → calls another automation / external service → reads/writes Pipedrive → branches on conditions → looks up an Airtable record → branches on conditions → sends an email → updates the deal in Pipedrive → looks up an Airtable record → branches on conditions → sends a WhatsApp message → creates a follow-up task in Pipedrive → looks up an Airtable record → branches on conditions → sends an email → updates the deal in Pipedrive → looks up an Airtable record → branches on conditions → creates a follow-up task in Pipedrive → branches on conditions → sends a WhatsApp message → looks up an Airtable record → branches on conditions → updates the deal in Pipedrive → branches on conditions → sends an email → writes a note on the Pipedrive deal","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430319","Closed 5.2.24 - דיל לקוח עסקי הופך לוון > עדכון סטייג' > הוצאת חשבון עסקה ושליחה במייל > עדכון ביומן","ארכיון","inactive","Incoming email","Pipedrive · Airtable · Google Calendar · Google Drive · iCount · Gmail · WhatsApp (Wassenger)","receives an incoming email → updates the deal in Pipedrive → reads deals from Pipedrive → branches on conditions → looks up an Airtable record → reads the calendar → deletes the calendar event → reads/writes Pipedrive → normalises the Israeli phone number → branches on conditions → calls another automation / external service → reads/writes Pipedrive → handles deal products in Pipedrive → reads/writes Pipedrive → handles deal products in Pipedrive → branches on conditions → looks up an Airtable record → branches on conditions → creates a Google Drive folder → shares the Drive folder → updates the deal in Pipedrive → handles deal products in Pipedrive → issues an accounting document (iCount) → calls another automation / external service → reads/writes Pipedrive → updates the deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → looks up an Airtable record → branches on conditions → creates a calendar event → updates the deal in Pipedrive → creates a calendar event → looks up an Airtable record → branches on conditions → creates a calendar event → updates the deal in Pipedrive → creates a calendar event → branches on conditions → looks up an Airtable record → branches on conditions → sends an email → looks up an Airtable record → branches on conditions → sends an email → looks up an Airtable record → branches on conditions → sends an email → looks up an Airtable record → branches on conditions → sends an email → looks up an Airtable record → branches on conditions → sends an email → looks up an Airtable record → branches on conditions → sends an email → sends a WhatsApp message → handles deal products in Pipedrive → creates a calendar event → branches on conditions → creates a calendar event → reads/writes Pipedrive → loops over items → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"619425","בדיקת כמות פעולות במייק מדי יום","ארכיון","inactive","Scheduled (daily)","WhatsApp (Wassenger)","branches on conditions → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430236","בדיקת מזהי ארגונים בפייפדרייב","ארכיון","inactive","Scheduled (daily)","Pipedrive · Gmail","reads/writes Pipedrive → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430293","בכל 3 לחודש מושך נתוני סיורים מחודש קודם - הכנסת נתונים לגיליון נתונים מסכם","ארכיון","inactive","Scheduled (monthly)","Pipedrive · Google Sheets · Gmail","reads deals from Pipedrive → handles deal products in Pipedrive → branches on conditions → reads a Google Sheet → writes a row to a Google Sheet → reads a Google Sheet → writes a row to a Google Sheet → reads/writes Pipedrive → writes a row to a Google Sheet → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"526111","דו""ח יומי עסקאות והכנסות","ארכיון","inactive","Scheduled every 15 min","Pipedrive","reads deals from Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430328","טופס פאנזינג שולח הודעת וואטסאפ","ארכיון","inactive","Webhook — My gateway-webhook webhook","Website / incoming form · WhatsApp (Wassenger)","receives a form/web submission → normalises the Israeli phone number → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430355","יצירת קישורים מקוצרים לסוכנויות/חברות הפקה חדשות-כובה על ידי גל ב21.5.25","ארכיון","inactive","Instant (watches a system for changes)","Pipedrive · Link shortener","reads/writes Pipedrive → branches on conditions → shortens a link → reads/writes Pipedrive → shortens a link → reads/writes Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430264","יצירת שאלון לקראת פעילות לסיורים בשבוע הקרוב - OFF","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · Google Sheets · Google Drive","reads deals from Pipedrive → handles deal products in Pipedrive → reads deals from Pipedrive → looks up an Airtable record → branches on conditions → reads a Google Sheet → writes a row to a Google Sheet → handles a Drive file → updates the deal in Pipedrive → looks for an existing company in Pipedrive → updates the deal in Pipedrive → reads a Google Sheet → writes a row to a Google Sheet → handles a Drive file → updates the deal in Pipedrive → looks for an existing company in Pipedrive → updates the deal in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430336","כפתור שליחת מיילים מיידיים לסוכנים/מפיקים - נסגר ב-26.3.24","ארכיון","inactive","Incoming email","Pipedrive · Gmail · Airtable","receives an incoming email → looks up the contact in Pipedrive → branches on conditions → sends an email → looks up the contact in Pipedrive → branches on conditions → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email → branches on conditions → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430286","לקוחות עסקיים - יום אחרי פעילות העברה לפייפליין גבייה + מייל סיכום פעילות (גיבוי)","ארכיון","inactive","Scheduled (daily)","Pipedrive · WooCommerce (website shop) · Airtable · Gmail","reads deals from Pipedrive → branches on conditions → handles deal products in Pipedrive → reads/writes Pipedrive → branches on conditions → creates a website coupon → looks up the contact in Pipedrive → branches on conditions → looks up an Airtable record → sends an email → branches on conditions → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email → looks up an Airtable record → sends an email → looks up an Airtable record → calls another automation / external service → updates the deal in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430263","לקוחות עסקיים - פולואפים אוטומטיים במייל OFFFF","ארכיון","inactive","Scheduled (daily)","Pipedrive · iCount · Airtable · Gmail","reads deals from Pipedrive → looks up the contact in Pipedrive → reads/writes Pipedrive → talks to iCount → calls another automation / external service → normalises the Israeli phone number → branches on conditions → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → branches on conditions → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → branches on conditions → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → branches on conditions → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → looks up an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430298","לקוחות עסקיים - תזכורת לקראת פעילות (גיבוי)","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · Link shortener · Gmail","reads deals from Pipedrive → looks up the contact in Pipedrive → reads/writes Pipedrive → handles deal products in Pipedrive → branches on conditions → looks up an Airtable record → shortens a link → sends an email → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → shortens a link → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430257","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (ימות השבוע - בוקר)","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · Link shortener · Gmail · WhatsApp (Wassenger)","reads deals from Pipedrive → looks up the contact in Pipedrive → handles deal products in Pipedrive → branches on conditions → reads/writes Pipedrive → branches on conditions → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → sends an email → branches on conditions → sends an email → normalises the Israeli phone number → sends a WhatsApp message → sends an email → normalises the Israeli phone number → sends a WhatsApp message → branches on conditions → normalises the Israeli phone number → branches on conditions → sends an email → sends a WhatsApp message → sends an email → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430290","לקוחות עסקיים - תזכורת לקראת פעילות + תזכורות לתשלום (ימות השבוע - בוקר) (wassenger)","ארכיון","inactive","Scheduled (daily)","Pipedrive · iCount · Gmail · WhatsApp (Wassenger)","reads deals from Pipedrive → looks up the contact in Pipedrive → handles deal products in Pipedrive → talks to iCount → sends an email → calls another automation / external service → branches on conditions → sends an email → normalises the Israeli phone number → sends a WhatsApp message → sends an email → normalises the Israeli phone number → sends a WhatsApp message → branches on conditions → normalises the Israeli phone number → branches on conditions → sends an email → sends a WhatsApp message → sends an email → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430348","לקוחות פרטיים - שליחת וואטסאפ מיידי OFF","ארכיון","inactive","Incoming email","Pipedrive · Airtable · WhatsApp (Wassenger)","receives an incoming email → reads deals from Pipedrive → looks up the contact in Pipedrive → branches on conditions → handles deal products in Pipedrive → branches on conditions → looks up an Airtable record → normalises the Israeli phone number → branches on conditions → sends a WhatsApp message → creates a follow-up task in Pipedrive → sends a WhatsApp message → creates a follow-up task in Pipedrive → sends a WhatsApp message → creates a follow-up task in Pipedrive → normalises the Israeli phone number → looks up an Airtable record → branches on conditions → sends a WhatsApp message → creates a follow-up task in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430277","לקוחות פרטיים - תזכורות לקראת פעילות","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · Link shortener · Gmail · WhatsApp (Wassenger)","reads deals from Pipedrive → branches on conditions → looks up the contact in Pipedrive → handles deal products in Pipedrive → looks up an Airtable record → shortens a link → branches on conditions → sends an email → branches on conditions → sends an email → branches on conditions → sends an email → looks up the contact in Pipedrive → handles deal products in Pipedrive → looks up an Airtable record → shortens a link → branches on conditions → sends a WhatsApp message → branches on conditions → sends a WhatsApp message → branches on conditions → sends a WhatsApp message → looks up the contact in Pipedrive → handles deal products in Pipedrive → looks up an Airtable record → shortens a link → branches on conditions → sends a WhatsApp message → branches on conditions → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430278","נסגר לבקשת אלינוי - 1.2.24בדיקת סיורים קרובים - אם לא מופיע שיבוץ מדריך בפייפדרייב","ארכיון","inactive","Scheduled (daily)","Pipedrive · Gmail","reads deals from Pipedrive → branches on conditions → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"1889735","נסגר לבקשת אלינוי 14.2.24 -אקטיבטי שיבוץ מדריך","ארכיון","inactive","Webhook — שיבוץ מדריך","Website / incoming form · Pipedrive","receives a form/web submission → creates a follow-up task in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430294","סוכנויות ומפיקים - מייל שבוע אחרי פעילות עם קישור לטופס הזמנה חוזרת- OFF ON PURPOSE 20/7/25","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · Gmail","reads deals from Pipedrive → looks up the contact in Pipedrive → reads/writes Pipedrive → normalises the Israeli phone number → looks up an Airtable record → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430250","עדכון מקור בשדה חדש","ארכיון","inactive","Scheduled every 15 min","Pipedrive · Google Sheets","reads deals from Pipedrive → reads a Google Sheet → updates the deal in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430259","עובר כל יום על השיבוצים ביומן ומעדכן לפייפדרייב ולאיירטייבל","ארכיון","inactive","Scheduled (daily)","Airtable · Google Calendar · Pipedrive","looks up an Airtable record → reads the calendar → branches on conditions → looks for an existing company in Pipedrive → updates the deal in Pipedrive → looks up an Airtable record → updates an Airtable record","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430252","שליחת וואטסאפ חד פעמי - מצב בטחוני","ארכיון","inactive","Scheduled every 15 min","Pipedrive · WhatsApp (Wassenger)","reads deals from Pipedrive → normalises the Israeli phone number → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430296","תזכורות למדריכים יום אחרי פעילות","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · WhatsApp (Wassenger)","reads deals from Pipedrive → branches on conditions → looks up an Airtable record → branches on conditions → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430272","תזכורות למדריכים לקראת פעילות","ארכיון","inactive","Scheduled (daily)","Pipedrive · Airtable · WhatsApp (Wassenger)","reads deals from Pipedrive → branches on conditions → normalises the Israeli phone number → handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"1889926","הוצאת חשבונית עסקה לאחר סגירה","דיל עבר לוון","live","Webhook — הוצאת חשבונית עסקה לקוח עסקי","Website / incoming form · Pipedrive · Airtable · iCount","receives a form/web submission → reads deals from Pipedrive → looks up the contact in Pipedrive → updates the deal in Pipedrive → looks up an Airtable record → reads/writes Pipedrive → handles deal products in Pipedrive → branches on conditions → talks to iCount → calls another automation / external service → branches on conditions → calls another automation / external service → updates the deal in Pipedrive → branches on conditions → looks up the contact in Pipedrive → reads/writes Pipedrive → updates the deal in Pipedrive → calls another automation / external service → reads/writes Pipedrive → calls another automation / external service → reads/writes Pipedrive → updates the deal in Pipedrive → branches on conditions → looks up the contact in Pipedrive","Native iCount module","Business-invoice parity not verified against iCount","Keep temporarily","Live, and GOS covers it only partly.","48","0","2026-07-31T05:26:55.045Z","",""
"4602660","הוצאת חשבונית עסקה לאחר סגירה 2","דיל עבר לוון","live","Scheduled (on-demand)","Airtable · Gmail","looks up an Airtable record → branches on conditions → normalises the Israeli phone number → sends an email → normalises the Israeli phone number → sends an email","Native iCount module","Same as above","Keep temporarily","Live, and GOS covers it only partly.","37","1","2026-07-28T14:55:39.810Z","",""
"728643","טופס עדכון סיור לפייפ 7 ixqlleyrtoxql7matrs1m5ueznq3h5s","דיל עבר לוון","live","Webhook — עדכון סיור מטופס הרשמה לפייפדרייב","Website / incoming form · Airtable · Pipedrive","receives a form/web submission → looks up an Airtable record → updates the deal in Pipedrive → writes a note on the Pipedrive deal → calls another automation / external service","","Unmapped — needs a business owner","Requires my decision","Live, no GOS replacement identified.","9","0","2026-07-28T07:55:50.157Z","",""
"889158","לאנדוליני לקוח - מילוי טופס הרשמה לסיור u88fvsgtaqhk5qgdh9fpy8oalwc95vty","דיל עבר לוון","live","Webhook — דיל הפך לWON","Website / incoming form · Pipedrive · Airtable · WhatsApp (Wassenger) · Gmail · Google Calendar","receives a form/web submission → looks up the contact in Pipedrive → reads deals from Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → looks up an Airtable record → branches on conditions → updates an Airtable record → looks up an Airtable record → branches on conditions → calls another automation / external service → updates an Airtable record → updates the deal in Pipedrive → branches on conditions → sends a WhatsApp message → sends an email → writes a note on the Pipedrive deal → updates the deal in Pipedrive → looks up an Airtable record → creates a calendar event → updates an Airtable record → updates the deal in Pipedrive → reads/writes Pipedrive → updates the deal in Pipedrive → creates an Airtable record → looks up an Airtable record → branches on conditions → updates an Airtable record → updates the deal in Pipedrive → handles deal products in Pipedrive → creates an Airtable record → updates an Airtable record → updates the deal in Pipedrive → branches on conditions → sends an email → writes a note on the Pipedrive deal","Confirmation Email + Tour Calendar + Files","Registration-form intake has no GOS form yet","Keep temporarily","Live, and GOS covers it only partly.","50","0","2026-07-31T05:22:38.234Z","",""
"965408","עדכון בדיל טופס הרשמה לסיור  e3wey951dfxns5fdm2at7yvs11k8tkmp","דיל עבר לוון","live","Webhook — עדכון בפייפ טופס עדכון סיור מהאיירטייבל לפייפ","Website / incoming form · Airtable · Pipedrive · Gmail","receives a form/web submission → looks up an Airtable record → branches on conditions → updates the deal in Pipedrive → handles deal products in Pipedrive → writes a note on the Pipedrive deal → calls another automation / external service → sends an email","Confirmation Email module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","48","2","2026-07-31T05:22:07.118Z","",""
"1899057","עדכון שולם מהפייפ לאיירטייבל","דיל עבר לוון","live","Webhook — עדכון שולם מהפייפ לאיירטייבל","Website / incoming form · Airtable","receives a form/web submission → looks up an Airtable record → updates an Airtable record","GOS payment state","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","30","0","2026-08-02T07:10:18.535Z","",""
"889252","פתח תיקיה בגוגל דרייב","דיל עבר לוון","live","Webhook — סיור חדש באיירטייבל","Website / incoming form · Airtable · Google Drive · Pipedrive","receives a form/web submission → looks up an Airtable record → creates a Google Drive folder → updates an Airtable record → updates the deal in Pipedrive","Files module + Tour Gallery","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-07-31T05:22:04.302Z","",""
"440477","רכישה מהאתר > מייל אישור > עדכון ליומן > הוצאת קבלה > עדכון לפייפדרייב","דיל עבר לוון","live","Webhook — רכישה באתר","Website / incoming form · Airtable · WooCommerce (website shop) · Pipedrive · iCount · Gmail · Google Calendar","receives a form/web submission → branches on conditions → looks up an Airtable record → creates an Airtable record → reads the website order → normalises the Israeli phone number → looks for an existing company in Pipedrive → looks up an Airtable record → branches on conditions → loops over items → branches on conditions → calls another automation / external service → branches on conditions → issues an accounting document (iCount) → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → updates the deal in Pipedrive → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → branches on conditions → updates the deal in Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → writes a note on the Pipedrive deal → creates a deal in Pipedrive → handles deal products in Pipedrive → updates the deal in Pipedrive → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → updates the deal in Pipedrive → branches on conditions → updates the contact in Pipedrive → branches on conditions → creates a deal in Pipedrive → handles deal products in Pipedrive → updates the deal in Pipedrive → calls another automation / external service → reads/writes Pipedrive → branches on conditions → reads deals from Pipedrive → updates the deal in Pipedrive → branches on conditions → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → reads/writes Pipedrive → loops over items → sends an email → creates the contact in Pipedrive → creates a deal in Pipedrive → handles deal products in Pipedrive → updates the deal in Pipedrive → calls another automation / external service → reads/writes Pipedrive → creates a calendar event → calls another automation / external service","Confirmation Email + Calendar sync + iCount + Woo ingress","WOO_PRIMARY_WEBHOOK_SECRET unset; adapter gaps G1/G2/G4","Keep temporarily","Live, and GOS covers it only partly.","27","0","2026-07-30T10:39:56.359Z","",""
